decoded_emojis,rating
غير آمنه نهائيا وغاليين ومانصحش اي حد بيهم خصوصا لو بنات تم عمل محضر ليهم بخصوص حادثه مؤسف,-1
متأخر كثيررررررر,-1
معامله سيئة جدآ,-1
بجانب دوار البنك الفرنسي,1
أنه رائع smiling face with heart-eyes smiling face with heart-eyes smiling face with heart-eyes smiling face with smiling eyes,1
ليش مافي الزرقاء,-1
للأسف التطبيق فاشل داخل منطقة الأحياء تطلب الطلب مجلس ساعات ومايجيك الطلب,-1
ججمميلل مرات,1
هذا البرنامج نافع لمعرفة كثير من المطاعم وتجربة المطاعم ابداء راينا في المطعم .. شكرا,1
اشوف,1
تطبيق رووووووعه وحسنتوا خدمتكم وايد,1
شركة غرامية تسرق الناس يفعل ميتين ابوك,-1
البرنامج دا روعه والكر صاحب البرنامج واكلاتهم خطيره drooling face red heart وبالنسبه للناس اللي بتقول البرنامج مابيفتحش المشكله في موبايل مش في البرنامج نفسه,1
مش عارفه أشغل البرنامج يطلب مني رقم الموديل سجله وبيرجعني تاني اكتب رقم الموديل رغم أن في كود يوصل كرسالة على الموبيل. ..مفيش خطوات تعنيه تظهر ايه الحل,-1
إني بالعراق هم موجود هذه الخدمة بالعراق,1
مش شغال خارج مصر,-1
المسار كارد على التطبيق وعند تحويل الأموال للتحليق تظهر رسالة لا يوجد طريقة شحن واتصلت بخدمة العملاء أكثر من مرات ولم تحل المشكلة لها شهر تقريبا,-1
خلانخجه,-1
ارجو من خدمه we اضافه خدمه دفع اونلاين عشان خدمه تتحسن غير كده طول عمر خدمه هتبقا وحشه,1
thumbs down thumbs down thumbs down thumbs down سيء,-1
ارجو أنصاف موظفي طلبات الأردن وتعديل التسعيرة,-1
لصوص,-1
نزلت البرنامج مسحته على مرتين .... ورأيت حملته لكن تبقى الشاشة برتقالي فقط,-1
ما في الى مطعمي بيتزاهت كودو البرنامج دايم اسمع عنه وانظر اعلانات التلفزيون وانه الطلب يحصل حار ومن اي مطعم وشك اياه بس البرنامج طلع وقته طويييل وبارد ولما ادخل مطاعم هندية مايطلع لي شي يقول لم يتم العثور على مطابخ ولما تحط على كل المطابخ يطلعك بس بيتزاهت كودو واذا كتبت اسم مطعم ثاني يقول لم يتم العثور على مطابخ انصح لاحد يحمله الاعلانات وقته كذب طلعت البرنامج thumbs down squinting face with tongue squinting face with tongue squinting face with tongue enraged face enraged face,-1
البرنامج مش يفتح خالص ولو اعتمدت على المندوب اتصل بيه مش بيجبلى طلبات خدمه سيئه جدا,-1
خدمه متميز بالتوفيق,1
اسواء ابليكيش علي الاطلاق,-1
ياشباب انا ساكن بنسيم مافي كيف كذا وهو يقول يوصل لاي مكان وهو كذاااااب,1
جدا رائع smiling face with heart-eyes,1
تطبيق ممتاز جدا بس كنت عايزة اعرف كود خصم ال جي مكتبه فين مس بيريلي خانة استخدام القسيمة اصلا مع انه اول موردر,-1
سيء جداااااا مده الانتظار خياليه عدم المصداقية في التعامل,-1
مسهل عمليه الطلب,1
بيجيبولي الاغراض دبل السعر يعني ضعف السعر العادي وايضا ياخذ توصيل غالي جدا مقرف التطبيق unamused face,-1
فايف ستار,1
ممتاز جدا اشكرك,1
افضل وأروع تطبيق علي الاطلاق من جميع النواحي مثل وقت التوصيل والعروض الخصومات وتعامل الموظفين والله روعه وايضا من ناحيه القسائم روعه ماتشاء الله ومن ناحيه الاجوبه عن الاسئله متوفر لجميع اي سوال ويستحق جائزه افضل تطبيق على وجه الأرض ويمكن ان اذا تربط المطعم في طلبك وطلبت منهم تعويض يعوض مباشر في المبلغ الذي دفعته ويمكنك شراء اي شي تريده من طعام سكاكر مستلزمات المطابخ يعني ماتشاء الله اقسم لكم ياجماعه اني احب هاذا التطبيق بشكل غير طبيعي واتمني ان تهدونني قديمه لاني تعبت وانا اكتب وبتوفيق لكم,1
ما شاء الله تبارك وتعالى الرحمن الرحيم التطبيق أكثر من رائع جدا OK_hand دائما أطلب ولا أضطر أخرج من المنزل smiling face with sunglasses برافوووووو clapping hands clapping hands clapping hands clapping hands clapping hands لكن للأسف بعض المطاعم تسئ إلى هذا التطبيق الممتاز enraged face,1
حلو بس مايشمل كل المطاعم بس حلو وايد سهل,1
التطبيق حلو حيللللل,1
رئع يجيب الطلب بسرعة وقت نص ساعه او دقيقه رهيب ولذيذ,1
احلى هو اروع تطبيق لطلب الأكل ... يضع كل المطاعم هو اكلتها بين يديك بسهولة ويسر,1
حلو مرة two hearts,1
سياسة العروض مش كويسه,-1
تطبيق روعه بس حطم رقم كل مطعم علشان اذا في شب بمزيد على الطلب قبل يطلع او نشتكي من شي,1
grinning face with smiling eyes,1
رائع وسريع ...بارك الله فيكم وفي مجهودك smiling face with heart-eyes face blowing a kiss face blowing a kiss face blowing a kiss face blowing a kiss face blowing a kiss face blowing a kiss face blowing a kiss face blowing a kiss face blowing a kiss face blowing a kiss,1
خدمة ممتازة وكابتن محترمين محترفين,1
رررررررررووووووعععهههه,1
فخم,1
بصراحة كنت كتير مميزين وكثير حظينا تطبيقك اولا بس هذا التطبيق كل ماهو لورا ويزيد سوء اولا مو كل المطاعم توصل منطقتنا وهما جنبا تانيا التوصيل ما شاء الله التوصيل يلي كل ما الو برتففع من مجاني لن دينار وهذا صار دينار وغير المطاعم يلي التوصيل فيها وتالتا يلي بنا نوصي كما مرة المطعم يكون مغلق وقت مفتوح وكثير صارت معنا نيجي بنا نوصي كل المطاعم تكون مشغول ولا مطعم زي الخلق بكون مو مشغول كلهم مع بعض بنشغلو persevering face وكمان في شغلة بعض يلي بوصلة بشوفو منطقتنا انها عن طلوع قال المطعم بلغي التوصيل عنا,-1
مشروع ممتاز لكن لو يلتزم كل السائقين,1
تطبيق متطفل جاري الحذف,-1
تقييم ممتاز سرعة سهولة وقيمة ممتازة,1
جيد جدا سهله في استخدام وشكرا,1
برنامج سيئ هو الطلب يوصل غير اللي انت طلبته هو خدمة عملاء من اسوء التجارب في العالم,-1
برنامج مره حلو red heart red heart red heart red heart red heart red heart red heart,1
البرنامج مش عاوز يفتح بيقول يرجى التحديث مع العلم انا على احدث اصدار,-1
تطبيق سيئ جدا وخدمة العملاء سيئة. ولا أعلم لماذا لا استطيع الطلب من التطبيق enraged face,-1
زبالة لا انصح به,-1
احلى تطبيق حملته الصراحة مره روعة smiling face with heart-eyes red heart,1
سمعت عنه انه تطبيق جدا رائع من بنتى رنا اشرف الجراح,1
مذهلللللللللللللللللللللللللللل,1
مجربتش,1
اقرباؤه ياريت كل المطاعم موجوده,0
خدمه جيده سريعه,1
خدمة ممتازة سيارات نظيفة مريحه مواعيد مربوطة مواعيد متنوعة,1
zipper-mouth face,-1
يستغرق وقت طويل والحد الأدنى للطلب عالي,-1
تطبيق سيء تجربتي معاه جدا مؤسفة في دبي اطلب والبرنامج يرسل الطلب دون البيانات ويلي الطلب بكيف ويطفش دين ميتين ابوك ..,-1
اعلان ذلك بالطلاب,1
كثييييييييييييرحللو grinning face with smiling eyes grinning face with smiling eyes grinning face with smiling eyes grinning face with smiling eyes grinning face with smiling eyes grinning face with smiling eyes grinning face with smiling eyes grinning face with smiling eyes grinning face with smiling eyes grinning face with smiling eyes grinning face with smiling eyes grinning face with smiling eyes grinning face with smiling eyes smiling face with heart-eyes grinning face with smiling eyes grinning face with smiling eyes grinning face with smiling eyes grinning face with smiling eyes grinning face with smiling eyes grinning face with smiling eyes grinning face with smiling eyes grinning face with smiling eyes beaming face with smiling eyes face savoring food rolling on the floor laughing smiling face with heart-eyes grinning face with smiling eyes winking face kissing face,1
